date,channel,region,spend,impressions,clicks,platform_reported_conversions
2026-08-14,developer_sponsorship,US-West,207.51,18570,460,22
2026-08-14,developer_sponsorship,EU-Central,194.41,18083,231,17
2026-08-14,developer_sponsorship,APAC-SG,143.96,7433,200,7
2026-08-14,developer_sponsorship,LATAM,177.47,13686,571,38
2026-08-14,community_events,US-East,134.74,12671,499,11
2026-08-14,community_events,US-West,209.09,17507,796,21
2026-08-14,community_events,EU-Central,124.11,10047,247,7
2026-08-14,community_events,APAC-SG,124.23,6627,254,8
2026-08-14,community_events,LATAM,135.32,8380,121,5
2026-08-14,organic_direct,US-East,75.81,5989,289,9
2026-08-14,organic_direct,US-West,63.09,3865,93,3
2026-08-14,organic_direct,EU-Central,49.87,3184,39,1
2026-08-14,organic_direct,APAC-SG,39.67,3028,45,2
2026-08-14,organic_direct,LATAM,38.74,2969,64,3
2026-08-15,paid_search,US-East,707.97,68863,2916,222
2026-08-15,paid_search,US-West,406.66,38468,1089,27
2026-08-15,paid_search,EU-Central,557.45,35910,1733,46
2026-08-15,paid_search,APAC-SG,346.23,29379,877,63
2026-08-15,paid_search,LATAM,354.34,28830,626,48
2026-08-15,paid_social,US-East,368.95,20883,498,23
2026-08-15,paid_social,US-West,358.65,23160,289,20
2026-08-15,paid_social,EU-Central,226.64,22068,789,35
2026-08-15,paid_social,APAC-SG,217.36,17889,412,22
2026-08-15,paid_social,LATAM,234.8,21623,601,22
2026-08-15,developer_sponsorship,US-East,187.0,16730,282,10
2026-08-15,developer_sponsorship,US-West,217.92,21473,875,19
2026-08-15,developer_sponsorship,EU-Central,164.14,11948,198,14
2026-08-15,developer_sponsorship,APAC-SG,180.33,11588,566,39
2026-08-15,developer_sponsorship,LATAM,156.2,13014,210,7
2026-08-15,community_events,US-East,130.44,8587,129,4
2026-08-15,community_events,US-West,133.77,10450,119,4
2026-08-15,community_events,EU-Central,122.35,8398,265,7
2026-08-15,community_events,APAC-SG,105.71,10150,265,13
2026-08-15,community_events,LATAM,82.66,6026,137,2
2026-08-15,organic_direct,US-East,68.59,6775,157,9
2026-08-15,organic_direct,US-West,54.14,3491,166,13
2026-08-15,organic_direct,EU-Central,46.99,2695,87,6
2026-08-15,organic_direct,APAC-SG,38.61,3260,128,9
2026-08-15,organic_direct,LATAM,27.43,2127,47,2
2026-08-16,paid_search,US-East,722.72,52251,715,16
2026-08-16,paid_search,US-West,596.63,47236,892,67
2026-08-16,paid_search,EU-Central,390.04,19941,628,29
2026-08-16,paid_search,APAC-SG,441.17,23985,730,23
2026-08-16,paid_search,LATAM,311.73,25017,1194,88
2026-08-16,paid_social,US-East,329.99,18940,836,35
2026-08-16,paid_social,US-West,304.82,19579,470,36
2026-08-16,paid_social,EU-Central,330.64,17980,703,32
2026-08-16,paid_social,APAC-SG,310.93,28040,604,41
2026-08-16,paid_social,LATAM,269.27,19169,879,24
2026-08-16,developer_sponsorship,US-East,252.55,13714,251,12
2026-08-16,developer_sponsorship,US-West,268.51,26671,337,26
2026-08-16,developer_sponsorship,EU-Central,207.66,11301,298,22
2026-08-16,developer_sponsorship,APAC-SG,151.79,11807,453,29
2026-08-16,developer_sponsorship,LATAM,109.5,6493,164,8
2026-08-16,community_events,US-East,130.56,11921,517,19
2026-08-16,community_events,US-West,170.87,12503,138,2
2026-08-16,community_events,EU-Central,115.78,11323,491,23
2026-08-16,community_events,APAC-SG,131.07,12403,330,16
2026-08-16,community_events,LATAM,116.83,7271,107,3
2026-08-16,organic_direct,US-East,77.8,4149,165,9
2026-08-16,organic_direct,US-West,57.16,5339,187,9
2026-08-16,organic_direct,EU-Central,50.24,2812,85,4
2026-08-16,organic_direct,APAC-SG,48.29,2807,34,1
2026-08-16,organic_direct,LATAM,42.94,2437,40,1
2026-08-17,paid_search,US-East,571.03,54593,1323,49
2026-08-17,paid_search,US-West,559.77,54194,1655,109
2026-08-17,paid_search,EU-Central,364.48,19946,799,42
2026-08-17,paid_search,APAC-SG,489.39,44701,1671,63
2026-08-17,paid_search,LATAM,388.94,32833,454,24
2026-08-17,paid_social,US-East,429.84,21769,668,28
2026-08-17,paid_social,US-West,327.01,21914,1017,26
2026-08-17,paid_social,EU-Central,214.04,13068,229,16
2026-08-17,paid_social,APAC-SG,256.33,23472,728,37
2026-08-17,paid_social,LATAM,216.44,19006,276,13
2026-08-17,developer_sponsorship,US-East,179.0,16278,764,37
2026-08-17,developer_sponsorship,US-West,195.13,13293,567,41
2026-08-17,developer_sponsorship,EU-Central,190.55,16802,397,24
2026-08-17,developer_sponsorship,APAC-SG,114.76,10412,196,13
2026-08-17,developer_sponsorship,LATAM,109.96,6743,101,2
2026-08-17,community_events,US-East,134.49,11369,470,11
2026-08-17,community_events,US-West,192.19,16887,197,5
2026-08-17,community_events,EU-Central,158.74,12012,148,4
2026-08-17,community_events,APAC-SG,102.22,5449,199,12
2026-08-17,community_events,LATAM,122.79,11788,214,15
2026-08-17,organic_direct,US-East,48.65,3287,44,3
2026-08-17,organic_direct,US-West,69.58,6779,162,4
2026-08-17,organic_direct,EU-Central,45.02,3890,76,4
2026-08-17,organic_direct,APAC-SG,30.38,2397,25,0
2026-08-17,organic_direct,LATAM,28.52,1827,84,4
2026-08-18,paid_search,US-East,770.49,42326,785,39
2026-08-18,paid_search,US-West,618.56,42261,1418,65
2026-08-18,paid_search,EU-Central,573.59,33866,819,35
2026-08-18,paid_search,APAC-SG,331.43,20342,295,23
2026-08-18,paid_search,LATAM,270.96,15042,232,15
2026-08-18,paid_social,US-East,404.22,31471,365,14
2026-08-18,paid_social,US-West,253.91,16296,554,21
2026-08-18,paid_social,EU-Central,347.14,25062,805,30
2026-08-18,paid_social,APAC-SG,291.17,17306,221,15
2026-08-18,paid_social,LATAM,206.94,17373,298,23
2026-08-18,developer_sponsorship,US-East,238.8,13195,363,21
2026-08-18,developer_sponsorship,US-West,165.22,9445,245,13
2026-08-18,developer_sponsorship,EU-Central,136.99,13187,647,15
2026-08-18,developer_sponsorship,APAC-SG,205.62,13762,465,36
2026-08-18,developer_sponsorship,LATAM,108.31,9954,388,14
2026-08-18,community_events,US-East,203.06,16061,335,22
2026-08-18,community_events,US-West,179.24,12548,364,20
2026-08-18,community_events,EU-Central,127.26,9446,199,13
2026-08-18,community_events,APAC-SG,91.78,5739,171,9
2026-08-18,community_events,LATAM,81.98,4507,54,1
2026-08-18,organic_direct,US-East,66.41,6548,165,10
2026-08-18,organic_direct,US-West,43.54,3531,48,1
2026-08-18,organic_direct,EU-Central,51.79,4577,190,6
2026-08-18,organic_direct,APAC-SG,43.89,3270,66,2
2026-08-18,organic_direct,LATAM,42.55,3290,158,3
2026-08-19,paid_search,US-East,574.95,55049,1395,54
2026-08-19,paid_search,US-West,509.19,37162,420,22
2026-08-19,paid_search,EU-Central,547.3,35657,1363,67
2026-08-19,paid_search,APAC-SG,312.28,26789,790,20
2026-08-19,paid_search,LATAM,386.76,32102,1201,65
2026-08-19,paid_social,US-East,354.8,32896,995,43
2026-08-19,paid_social,US-West,328.95,32415,1124,46
2026-08-19,paid_social,EU-Central,347.4,22936,255,5
2026-08-19,paid_social,APAC-SG,288.52,19458,772,16
2026-08-19,paid_social,LATAM,259.31,17390,241,9
2026-08-19,developer_sponsorship,US-East,219.46,14827,540,18
2026-08-19,developer_sponsorship,US-West,239.55,19074,885,21
2026-08-19,developer_sponsorship,EU-Central,158.93,10629,114,4
2026-08-19,developer_sponsorship,APAC-SG,156.25,14557,476,35
2026-08-19,developer_sponsorship,LATAM,120.4,10209,342,27
2026-08-19,community_events,US-East,166.8,11595,381,26
2026-08-19,community_events,US-West,125.41,10503,246,12
2026-08-19,community_events,EU-Central,156.46,10479,362,15
2026-08-19,community_events,APAC-SG,115.39,8636,379,25
2026-08-19,community_events,LATAM,126.44,9709,208,4
2026-08-19,organic_direct,US-East,77.86,5458,103,6
2026-08-19,organic_direct,US-West,41.53,3829,52,2
2026-08-19,organic_direct,EU-Central,33.32,3000,87,2
2026-08-19,organic_direct,APAC-SG,47.1,3889,85,5
2026-08-19,organic_direct,LATAM,33.59,2586,46,2
2026-08-20,paid_search,US-East,644.99,46865,1899,58
2026-08-20,paid_search,US-West,391.14,33312,1482,80
2026-08-20,paid_search,EU-Central,372.5,36544,1450,69
2026-08-20,paid_search,APAC-SG,504.92,38695,1337,88
2026-08-20,paid_search,LATAM,336.08,26317,922,47
2026-08-20,paid_social,US-East,330.68,18976,303,18
2026-08-20,paid_social,US-West,290.45,20845,474,33
2026-08-20,paid_social,EU-Central,199.44,12001,317,22
2026-08-20,paid_social,APAC-SG,261.03,16398,558,24
2026-08-20,paid_social,LATAM,161.31,9613,190,13
2026-08-20,developer_sponsorship,US-East,234.84,18315,502,29
2026-08-20,developer_sponsorship,US-West,158.88,9209,142,5
2026-08-20,developer_sponsorship,EU-Central,212.78,17646,300,21
2026-08-20,developer_sponsorship,APAC-SG,204.52,15194,164,11
2026-08-20,developer_sponsorship,LATAM,105.05,8412,375,27
2026-08-20,community_events,US-East,169.96,11586,420,10
2026-08-20,community_events,US-West,208.87,18007,281,7
2026-08-20,community_events,EU-Central,153.99,14882,459,32
2026-08-20,community_events,APAC-SG,152.38,14716,295,21
2026-08-20,community_events,LATAM,88.5,4966,209,8
2026-08-20,organic_direct,US-East,63.04,4381,174,5
2026-08-20,organic_direct,US-West,52.45,3000,51,3
2026-08-20,organic_direct,EU-Central,43.37,2719,91,4
2026-08-20,organic_direct,APAC-SG,36.99,3604,81,3
2026-08-20,organic_direct,LATAM,38.84,3812,172,13
2026-08-21,paid_search,US-East,550.68,47239,2024,43
2026-08-21,paid_search,US-West,704.05,56528,2467,147
2026-08-21,paid_search,EU-Central,569.03,48102,1998,68
2026-08-21,paid_search,APAC-SG,412.65,27013,1305,54
2026-08-21,paid_search,LATAM,415.57,23314,1041,74
2026-08-21,paid_social,US-East,335.91,32075,824,64
2026-08-21,paid_social,US-West,281.6,15350,658,22
2026-08-21,paid_social,EU-Central,223.08,21083,983,56
2026-08-21,paid_social,APAC-SG,294.64,26027,683,15
2026-08-21,paid_social,LATAM,256.17,23352,1112,53
2026-08-21,developer_sponsorship,US-East,227.47,20940,810,58
2026-08-21,developer_sponsorship,US-West,262.27,23924,907,45
2026-08-21,developer_sponsorship,EU-Central,164.0,13137,558,35
2026-08-21,developer_sponsorship,APAC-SG,155.51,7988,96,5
2026-08-21,developer_sponsorship,LATAM,150.93,13515,208,9
2026-08-21,community_events,US-East,193.86,12733,169,4
2026-08-21,community_events,US-West,166.62,16409,709,46
2026-08-21,community_events,EU-Central,163.1,13747,573,22
2026-08-21,community_events,APAC-SG,118.44,10275,209,12
2026-08-21,community_events,LATAM,125.59,11300,202,9
2026-08-21,organic_direct,US-East,48.55,4554,217,15
2026-08-21,organic_direct,US-West,45.91,4471,209,12
2026-08-21,organic_direct,EU-Central,48.42,4616,226,7
2026-08-21,organic_direct,APAC-SG,44.83,2619,68,3
2026-08-21,organic_direct,LATAM,29.96,1631,40,3
2026-08-22,paid_search,US-East,462.25,39720,1088,81
2026-08-22,paid_search,US-West,534.72,44745,659,41
2026-08-22,paid_search,EU-Central,366.45,34115,1408,52
2026-08-22,paid_search,APAC-SG,398.6,22524,996,55
2026-08-22,paid_search,LATAM,453.99,29122,1080,48
2026-08-22,paid_social,US-East,340.24,19494,421,15
2026-08-22,paid_social,US-West,353.3,33692,835,50
2026-08-22,paid_social,EU-Central,263.22,13296,203,7
2026-08-22,paid_social,APAC-SG,267.8,22586,870,54
2026-08-22,paid_social,LATAM,239.75,15059,207,4
2026-08-22,developer_sponsorship,US-East,215.93,13331,617,49
2026-08-22,developer_sponsorship,US-West,277.99,27343,927,60
2026-08-22,developer_sponsorship,EU-Central,130.92,8206,285,10
2026-08-22,developer_sponsorship,APAC-SG,149.89,10274,500,26
2026-08-22,developer_sponsorship,LATAM,146.76,9248,278,21
2026-08-22,community_events,US-East,220.81,12496,283,14
2026-08-22,community_events,US-West,129.54,7233,85,2
2026-08-22,community_events,EU-Central,165.11,15147,604,45
2026-08-22,community_events,APAC-SG,104.37,9794,338,22
2026-08-22,community_events,LATAM,90.12,5916,270,10
2026-08-22,organic_direct,US-East,77.8,6860,110,7
2026-08-22,organic_direct,US-West,60.19,5411,65,1
2026-08-22,organic_direct,EU-Central,37.71,1953,39,2
2026-08-22,organic_direct,APAC-SG,38.47,3837,180,4
2026-08-22,organic_direct,LATAM,31.99,2733,80,3
2026-08-23,paid_search,US-East,724.5,67627,1010,25
2026-08-23,paid_search,US-West,671.5,39640,663,33
2026-08-23,paid_search,EU-Central,388.65,36744,1228,67
2026-08-23,paid_search,APAC-SG,513.19,39156,1285,57
2026-08-23,paid_search,LATAM,261.14,23088,856,62
2026-08-23,paid_social,US-East,257.61,21656,806,35
2026-08-23,paid_social,US-West,347.89,33940,1475,43
2026-08-23,paid_social,EU-Central,202.13,18501,673,31
2026-08-23,paid_social,APAC-SG,305.55,24355,249,19
2026-08-23,paid_social,LATAM,229.68,22404,515,32
2026-08-23,developer_sponsorship,US-East,273.74,26790,877,28
2026-08-23,developer_sponsorship,US-West,160.43,13184,302,7
2026-08-23,developer_sponsorship,EU-Central,133.64,13042,329,14
2026-08-23,developer_sponsorship,APAC-SG,129.09,12683,565,14
2026-08-23,developer_sponsorship,LATAM,169.6,9861,406,15
2026-08-23,community_events,US-East,207.28,17142,254,12
2026-08-23,community_events,US-West,158.3,14297,320,19
2026-08-23,community_events,EU-Central,105.13,8754,378,19
2026-08-23,community_events,APAC-SG,119.25,11241,326,17
2026-08-23,community_events,LATAM,100.15,8795,373,21
2026-08-23,organic_direct,US-East,57.63,4109,47,1
2026-08-23,organic_direct,US-West,53.8,3293,123,3
2026-08-23,organic_direct,EU-Central,44.87,3655,113,4
2026-08-23,organic_direct,APAC-SG,38.5,3671,106,3
2026-08-23,organic_direct,LATAM,27.18,2586,112,5
2026-08-24,paid_search,US-East,526.37,27574,360,8
2026-08-24,paid_search,US-West,420.52,29960,412,24
2026-08-24,paid_search,EU-Central,468.49,29359,592,14
2026-08-24,paid_search,APAC-SG,400.83,22324,814,25
2026-08-24,paid_search,LATAM,283.26,19728,263,19
2026-08-24,paid_social,US-East,316.29,25100,707,42
2026-08-24,paid_social,US-West,354.51,22424,1091,78
2026-08-24,paid_social,EU-Central,219.33,12996,518,29
2026-08-24,paid_social,APAC-SG,293.51,16235,509,10
2026-08-24,paid_social,LATAM,161.7,9473,275,16
2026-08-24,developer_sponsorship,US-East,293.1,28808,981,48
2026-08-24,developer_sponsorship,US-West,235.64,23256,568,34
2026-08-24,developer_sponsorship,EU-Central,200.55,13988,309,8
2026-08-24,developer_sponsorship,APAC-SG,113.33,6300,67,5
2026-08-24,developer_sponsorship,LATAM,170.16,10288,369,21
2026-08-24,community_events,US-East,173.07,14071,585,18
2026-08-24,community_events,US-West,145.29,10631,307,6
2026-08-24,community_events,EU-Central,107.95,6220,237,18
2026-08-24,community_events,APAC-SG,117.95,10968,366,11
2026-08-24,community_events,LATAM,109.37,10028,120,2
2026-08-24,organic_direct,US-East,64.69,5540,272,19
2026-08-24,organic_direct,US-West,62.82,5012,161,6
2026-08-24,organic_direct,EU-Central,44.66,3318,111,6
2026-08-24,organic_direct,APAC-SG,44.29,4023,118,7
2026-08-24,organic_direct,LATAM,35.59,2530,57,1
2026-08-25,paid_search,US-East,741.44,52536,1520,75
2026-08-25,paid_search,US-West,694.86,46790,1773,37
2026-08-25,paid_search,EU-Central,392.76,23412,556,18
2026-08-25,paid_search,APAC-SG,332.73,31760,748,41
2026-08-25,paid_search,LATAM,421.92,34955,532,20
2026-08-25,paid_social,US-East,405.66,39750,1722,103
2026-08-25,paid_social,US-West,376.45,33804,1419,100
2026-08-25,paid_social,EU-Central,289.74,18578,742,44
2026-08-25,paid_social,APAC-SG,186.59,11190,383,9
2026-08-25,paid_social,LATAM,199.41,19878,440,14
2026-08-25,developer_sponsorship,US-East,174.78,8897,402,16
2026-08-25,developer_sponsorship,US-West,174.94,15989,731,16
2026-08-25,developer_sponsorship,EU-Central,132.88,9505,329,8
2026-08-25,developer_sponsorship,APAC-SG,133.51,8396,198,8
2026-08-25,developer_sponsorship,LATAM,101.92,9568,198,5
2026-08-25,community_events,US-East,200.53,15194,558,34
2026-08-25,community_events,US-West,207.24,14898,421,29
2026-08-25,community_events,EU-Central,103.49,5722,196,13
2026-08-25,community_events,APAC-SG,152.21,13878,162,4
2026-08-25,community_events,LATAM,113.19,10588,491,14
2026-08-25,organic_direct,US-East,52.52,3785,114,7
2026-08-25,organic_direct,US-West,41.78,3440,80,2
2026-08-25,organic_direct,EU-Central,54.41,3915,104,6
2026-08-25,organic_direct,APAC-SG,33.89,3065,72,3
2026-08-25,organic_direct,LATAM,26.29,1804,72,2
2026-08-26,paid_search,US-East,659.4,37968,1524,69
2026-08-26,paid_search,US-West,460.3,41467,1100,49
2026-08-26,paid_search,EU-Central,438.86,40647,1698,70
2026-08-26,paid_search,APAC-SG,287.14,16447,171,11
2026-08-26,paid_search,LATAM,443.16,24036,543,42
2026-08-26,paid_social,US-East,287.49,15258,615,36
2026-08-26,paid_social,US-West,358.01,34055,419,24
2026-08-26,paid_social,EU-Central,304.57,25284,778,29
2026-08-26,paid_social,APAC-SG,225.89,18984,610,23
2026-08-26,paid_social,LATAM,240.58,22966,236,8
2026-08-26,developer_sponsorship,US-East,244.0,23429,890,41
2026-08-26,developer_sponsorship,US-West,181.08,13983,580,34
2026-08-26,developer_sponsorship,EU-Central,201.33,19002,784,34
2026-08-26,developer_sponsorship,APAC-SG,130.94,8521,97,3
2026-08-26,developer_sponsorship,LATAM,158.91,13825,207,16
2026-08-26,community_events,US-East,156.66,8560,274,14
2026-08-26,community_events,US-West,190.45,11046,122,8
2026-08-26,community_events,EU-Central,142.49,8843,362,23
2026-08-26,community_events,APAC-SG,155.06,8609,106,4
2026-08-26,community_events,LATAM,113.0,7652,91,5
2026-08-26,organic_direct,US-East,46.49,3017,119,5
2026-08-26,organic_direct,US-West,70.94,6403,317,17
2026-08-26,organic_direct,EU-Central,55.65,4529,141,7
2026-08-26,organic_direct,APAC-SG,36.41,2338,96,6
2026-08-26,organic_direct,LATAM,38.62,3310,101,3
2026-08-27,paid_search,US-East,538.02,42567,1826,76
2026-08-27,paid_search,US-West,417.34,35716,1540,38
2026-08-27,paid_search,EU-Central,331.79,31329,910,42
2026-08-27,paid_search,APAC-SG,368.63,28131,943,48
2026-08-27,paid_search,LATAM,327.9,20718,620,28
2026-08-27,paid_social,US-East,347.06,33509,991,77
2026-08-27,paid_social,US-West,394.11,22549,340,21
2026-08-27,paid_social,EU-Central,209.96,17894,796,21
2026-08-27,paid_social,APAC-SG,198.62,14631,583,44
2026-08-27,paid_social,LATAM,193.54,18887,643,28
2026-08-27,developer_sponsorship,US-East,185.4,14570,169,4
2026-08-27,developer_sponsorship,US-West,203.03,20211,447,21
2026-08-27,developer_sponsorship,EU-Central,211.45,12075,405,9
2026-08-27,developer_sponsorship,APAC-SG,197.85,18687,348,24
2026-08-27,developer_sponsorship,LATAM,139.06,7803,186,13
2026-08-27,community_events,US-East,171.1,13457,439,32
2026-08-27,community_events,US-West,192.85,14224,551,31
2026-08-27,community_events,EU-Central,156.22,11753,334,15
2026-08-27,community_events,APAC-SG,116.33,10855,249,16
2026-08-27,community_events,LATAM,115.36,8130,157,6
2026-08-27,organic_direct,US-East,61.48,6019,274,17
2026-08-27,organic_direct,US-West,59.82,5581,213,11
2026-08-27,organic_direct,EU-Central,53.0,4524,146,4
2026-08-27,organic_direct,APAC-SG,41.42,2469,85,4
2026-08-27,organic_direct,LATAM,25.61,2010,35,1
2026-08-28,paid_search,US-East,742.87,41611,1974,60
2026-08-28,paid_search,US-West,391.26,34954,692,43
2026-08-28,paid_search,EU-Central,554.67,40053,1693,95
2026-08-28,paid_search,APAC-SG,376.43,19668,874,18
2026-08-28,paid_search,LATAM,336.77,23825,1057,41
2026-08-28,paid_social,US-East,307.55,17140,239,7
2026-08-28,paid_social,US-West,259.52,16292,221,8
2026-08-28,paid_social,EU-Central,254.98,14906,515,20
2026-08-28,paid_social,APAC-SG,171.91,9098,232,9
2026-08-28,paid_social,LATAM,199.02,13177,329,22
2026-08-28,developer_sponsorship,US-East,185.42,11148,446,24
2026-08-28,developer_sponsorship,US-West,219.07,19194,487,13
2026-08-28,developer_sponsorship,EU-Central,132.55,9708,255,12
2026-08-28,developer_sponsorship,APAC-SG,151.12,9322,423,15
2026-08-28,developer_sponsorship,LATAM,178.93,14986,297,15
2026-08-28,community_events,US-East,210.8,13750,361,9
2026-08-28,community_events,US-West,178.44,10737,523,22
2026-08-28,community_events,EU-Central,174.31,15531,489,22
2026-08-28,community_events,APAC-SG,149.63,10861,109,5
2026-08-28,community_events,LATAM,125.75,8106,396,7
2026-08-28,organic_direct,US-East,75.61,5603,190,13
2026-08-28,organic_direct,US-West,51.05,3449,121,6
2026-08-28,organic_direct,EU-Central,45.28,2366,93,5
2026-08-28,organic_direct,APAC-SG,35.22,2457,36,1
2026-08-28,organic_direct,LATAM,36.19,2315,63,3
2026-08-29,paid_search,US-East,764.67,50403,1879,76
2026-08-29,paid_search,US-West,471.25,41297,1160,40
2026-08-29,paid_search,EU-Central,580.42,38935,1105,61
2026-08-29,paid_search,APAC-SG,283.81,24008,860,17
2026-08-29,paid_search,LATAM,345.07,32806,1210,54
2026-08-29,paid_social,US-East,445.38,37930,1536,80
2026-08-29,paid_social,US-West,386.89,31900,417,9
2026-08-29,paid_social,EU-Central,323.8,27063,998,41
2026-08-29,paid_social,APAC-SG,285.04,26045,633,19
2026-08-29,paid_social,LATAM,243.76,20683,213,10
2026-08-29,developer_sponsorship,US-East,302.82,21872,412,8
2026-08-29,developer_sponsorship,US-West,191.11,18359,446,11
2026-08-29,developer_sponsorship,EU-Central,192.25,12526,484,16
2026-08-29,developer_sponsorship,APAC-SG,159.41,10863,230,17
2026-08-29,developer_sponsorship,LATAM,157.39,9514,169,11
2026-08-29,community_events,US-East,168.78,15780,517,25
2026-08-29,community_events,US-West,170.13,14119,460,28
2026-08-29,community_events,EU-Central,140.28,7472,113,2
2026-08-29,community_events,APAC-SG,102.69,8060,154,7
2026-08-29,community_events,LATAM,122.78,7316,271,21
2026-08-29,organic_direct,US-East,66.95,5131,103,5
2026-08-29,organic_direct,US-West,53.48,5181,184,14
2026-08-29,organic_direct,EU-Central,32.9,3189,87,6
2026-08-29,organic_direct,APAC-SG,34.58,2905,83,3
2026-08-29,organic_direct,LATAM,40.44,3809,72,2
2026-08-30,paid_search,US-East,571.22,41380,422,13
2026-08-30,paid_search,US-West,412.0,32379,356,22
2026-08-30,paid_search,EU-Central,579.09,41226,535,18
2026-08-30,paid_search,APAC-SG,319.48,20938,733,18
2026-08-30,paid_search,LATAM,345.79,31260,1053,60
2026-08-30,paid_social,US-East,324.21,20269,290,9
2026-08-30,paid_social,US-West,298.48,15736,367,24
2026-08-30,paid_social,EU-Central,341.85,30351,1055,69
2026-08-30,paid_social,APAC-SG,258.05,20372,273,6
2026-08-30,paid_social,LATAM,151.2,9928,435,10
2026-08-30,developer_sponsorship,US-East,186.37,17883,494,18
2026-08-30,developer_sponsorship,US-West,236.66,12611,467,25
2026-08-30,developer_sponsorship,EU-Central,157.85,10903,150,9
2026-08-30,developer_sponsorship,APAC-SG,134.38,10747,391,8
2026-08-30,developer_sponsorship,LATAM,130.25,11691,528,30
2026-08-30,community_events,US-East,162.68,15760,651,30
2026-08-30,community_events,US-West,147.99,8823,124,6
2026-08-30,community_events,EU-Central,99.97,8944,158,8
2026-08-30,community_events,APAC-SG,129.89,8158,218,13
2026-08-30,community_events,LATAM,101.51,6309,264,6
2026-08-30,organic_direct,US-East,53.22,3820,184,12
2026-08-30,organic_direct,US-West,48.77,4597,188,5
2026-08-30,organic_direct,EU-Central,39.83,2674,66,1
2026-08-30,organic_direct,APAC-SG,42.07,3530,43,2
2026-08-30,organic_direct,LATAM,42.04,3906,105,3
2026-08-31,paid_search,US-East,492.13,46961,1944,78
2026-08-31,paid_search,US-West,605.39,51300,2527,141
2026-08-31,paid_search,EU-Central,404.41,31916,1548,88
2026-08-31,paid_search,APAC-SG,380.49,22111,622,41
2026-08-31,paid_search,LATAM,253.86,15477,157,5
2026-08-31,paid_social,US-East,301.74,24500,479,30
2026-08-31,paid_social,US-West,419.61,27935,1106,35
2026-08-31,paid_social,EU-Central,218.85,21774,533,13
2026-08-31,paid_social,APAC-SG,172.32,9608,207,6
2026-08-31,paid_social,LATAM,220.8,19491,229,4
2026-08-31,developer_sponsorship,US-East,196.49,11535,523,33
2026-08-31,developer_sponsorship,US-West,198.86,15456,264,5
2026-08-31,developer_sponsorship,EU-Central,217.03,20733,224,13
2026-08-31,developer_sponsorship,APAC-SG,148.38,13260,191,14
2026-08-31,developer_sponsorship,LATAM,123.63,7665,324,19
2026-08-31,community_events,US-East,227.65,22504,1123,81
2026-08-31,community_events,US-West,202.46,10784,170,12
2026-08-31,community_events,EU-Central,158.89,9467,237,10
2026-08-31,community_events,APAC-SG,127.17,12570,248,5
2026-08-31,community_events,LATAM,112.31,6677,209,14
2026-08-31,organic_direct,US-East,53.8,2833,118,8
2026-08-31,organic_direct,US-West,66.6,6554,297,9
2026-08-31,organic_direct,EU-Central,33.7,2478,90,2
2026-08-31,organic_direct,APAC-SG,40.21,3521,126,6
2026-08-31,organic_direct,LATAM,34.97,2560,58,2
2026-09-01,paid_search,US-East,670.02,57475,1712,61
2026-09-01,paid_search,US-West,517.31,49692,1657,36
2026-09-01,paid_search,EU-Central,374.27,22512,1002,43
2026-09-01,paid_search,APAC-SG,353.44,33377,1096,83
2026-09-01,paid_search,LATAM,323.56,25084,385,9
2026-09-01,paid_social,US-East,348.01,23518,784,37
2026-09-01,paid_social,US-West,353.98,25240,724,32
2026-09-01,paid_social,EU-Central,319.33,21028,531,16
2026-09-01,paid_social,APAC-SG,201.67,16590,404,10
2026-09-01,paid_social,LATAM,253.17,19149,684,45
2026-09-01,developer_sponsorship,US-East,301.43,16554,212,4
2026-09-01,developer_sponsorship,US-West,180.44,10796,250,9
2026-09-01,developer_sponsorship,EU-Central,214.08,18020,378,23
2026-09-01,developer_sponsorship,APAC-SG,207.81,20764,832,53
2026-09-01,developer_sponsorship,LATAM,174.64,8806,193,13
2026-09-01,community_events,US-East,210.58,14780,387,21
2026-09-01,community_events,US-West,180.38,13276,404,26
2026-09-01,community_events,EU-Central,106.59,7448,142,9
2026-09-01,community_events,APAC-SG,118.16,8955,371,24
2026-09-01,community_events,LATAM,119.02,8696,362,14
2026-09-01,organic_direct,US-East,48.76,4315,163,5
2026-09-01,organic_direct,US-West,53.35,4157,103,5
2026-09-01,organic_direct,EU-Central,34.97,3397,35,2
2026-09-01,organic_direct,APAC-SG,48.02,3216,86,5
2026-09-01,organic_direct,LATAM,32.97,2932,92,3
2026-09-02,paid_search,US-East,428.37,38239,1792,52
2026-09-02,paid_search,US-West,699.37,46516,1637,91
2026-09-02,paid_search,EU-Central,479.12,44724,2200,70
2026-09-02,paid_search,APAC-SG,373.75,28675,502,13
2026-09-02,paid_search,LATAM,364.6,26461,1211,30
2026-09-02,paid_social,US-East,274.53,21315,240,14
2026-09-02,paid_social,US-West,327.75,19446,248,19
2026-09-02,paid_social,EU-Central,234.98,14486,527,12
2026-09-02,paid_social,APAC-SG,176.27,13383,225,16
2026-09-02,paid_social,LATAM,198.77,11499,165,8
2026-09-02,developer_sponsorship,US-East,236.87,12657,610,43
2026-09-02,developer_sponsorship,US-West,171.15,10317,281,17
2026-09-02,developer_sponsorship,EU-Central,177.28,14215,676,37
2026-09-02,developer_sponsorship,APAC-SG,160.24,13498,283,5
2026-09-02,developer_sponsorship,LATAM,109.99,5851,151,10
